,Username,Tweet,Label
2592,MSA,"Apa kata Syaiful ""Org Dgn Masalah Kejiwaan (ODMK)"" dari Kabupaten Asahan, Sumatera Utara, tentang Capres 2019?

@prabowo disiplin
 
xxxxxx? Gak pake

#2019GantiPresiden
#2019PrabowoPresidenRI",
2593," ��
Boyke Hakim Sasradipoera","Salam RNSPS
@prabowo 
@sandiuno 
#rnsps",
2594,ARIE YANNUR,"TANGAN BESI , Klip liat di https://www.facebook.com/ArieYannur.Official/videos/408017186610963/ … dan like Fanspage ku ya sobat . @rahmaniarbaftim @swulll @sr7bekty @prabowo @sandiuno @Dahnilanzar @LisaAmartaTara @Official_PAN @ZUL_Hasan @FaldoMaldini @arlex_wu @ices_tea @rockygerung @putrabanten80  , Follow saya ya. hehe pic.twitter.com/Gg1PLUdAqK",
2595,AlwaysJYan,Amen,
2596,"LìsàAmàŕtàtàŕà 
��
 ��",Kami ingin Pak Prabowo spt di panggung Pidato Kebangsaan Pak.. Ini pertandingan terakhir beliau.. Jangan terbawa arus permainan Jaenudin.. Pak Prabowo bisa minta bantuan Pak @aniesbaswedan kalo buat Debat yg Santun tp Mendalam ,
2597,Jenn,jokowi ato prabowo — Is this even a question? Jokowi lah ,
2598,suwoto waskito,I am confident with Mr. Prabowo,
2599,,"Prabowo Sapa Pendukungnya di London melalui Videocall
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",
2600,one,Amin,
2601,"Asto Riskon  
✌
 �
 ✌","@prabowo nomor 2 OKE ....

@ari_sup @AkunTofa @Dahnilanzar @sandiuno @GusrizalSn @FaldoMaldini @yahdilharahap pic.twitter.com/QVk0kU9ZJa",
2602,Pak Win,Salut 1000x,
2603,"Naga Lautan99 Holding  
��
 ��
 ��
 ��
 ��",Nice event   ,
2604,THE POWER OF MUSLIM INDO #2019GantiPresiden,"Pak @prabowo  jangan kecewakan pendukungmu harapan kami debat ke dua nanti bapak jangan punya rasa tak tega atau kasihan sama jokowi, beberkan semua apa yang terjadi di negeri kita ini, yang bapak harus kasihani adalah rakyat yg harus bapak tidak tega liat penderitaan rakyat,,",
2605,#Care_Indonesia,Teman-teman minta tolong diramaikan. Bersiap menyaksikan moment bersejarah Kunto Hartono @Kunto_Drummer memecahkan REKOR DUNIA ke 2x memainkan drum terlama Surabaya - Semarang - Jakarta untuk mendukung pemenangan Prabowo @prabowo - Sandi @sandiuno #SelamatTinggalJKW,
2606,William,"Valid article but generalised. I feel in our case it's more of a ""Anyone else but Prabowo"" ",
2607,Bintang Pamungkas,"I don't totally disagree with Prabowo's intention to increase Government Servant's salary. If done right, it should have good effect on the economy as well.

But saying it's an effective measure against corruption, I think that's a bit far fetched.",
2608,Sheny dpr,Hahahaha ,
2609, �,"Bledug ra wes ,,, ",
2610,enjang sugianto,Hasto: Kesalahan Fatal Prabowo Sebut Presiden Chief of Law Enforcement Officer ,
2611,Anti.Partai.Juara.Korupsi,"this is amazing..
@jokowi @prabowo @DivHumas_Polri @Gerindra",
2612,Sandiaga Salahuddin Uno,"Alhamdulillah, siang ini saya bisa bersilaturahim ke Ponpes Daarul Amin Sumber Telor di Pandiyangan Robatal, Jawa Timur. Saya & Pak @prabowo yakin dengan pendidikan yang baik serta memberi pelatihan mengenai kewirausahaan, akan tercipta santripreneur-santripreneur sukses. ",
2613," ✌
WONDER WOMAN  
✌","Mak @_ritasadino11, militansinya tidak diragukan lagi bekerja ikhlas untuk @prabowo @sandiuno . 

Kerja nyata emak-emak @MacanPADI02, 

InSyaa Allah #IndonesiaMenang 

Cc. @PutraJayaHusin @BPNrelawan02 @zarazettirazr @malaaanaim @akukanayamira @TPranawisanty @florielicious",
2614,Tanto Indra Supardi,Support mas,
2615,Hamba Allah,betul bu... give us the same chance,
2616,"DR Kasan Mulyono, MM","Yes, Sir!
Prabowo Sapa Relawan di London: We Must Work Hard Together http://detik.id/VRii7u 

#SelamatJalanJkw",
2617," ��
Kunto Hartono  
��",Aamiin... Thank You Mas,
2618,Ericssen,"Pilpres 2019: ""In the first of five live debates, President Joko Widodo hit at challenger Prabowo Subianto's corruption-tainted candidates but wobbled on questions of his economic management"" http://ati.ms/kEZiES  via @asiatimesonline #Pilpres2019 #DebatPilpres2019",
2619,Zulan99,Aaamiiin,
2620,Alvin Yudistira,Indonesia Millennial Summit - Engaging the Next Generation of Leaders http://youtu.be/xpqKObvtzrg  Officially IDN Times baru 441 views @sandiuno @prabowo @AgusKodri @fadlizon @Dahnilanzar @Gamal_Albinsaid @FaldoMaldini @zarazettirazr @Ferdinand_Haean @MustofaNahraNow,
2621,"Pelan-pelan, Awe!",Prabowo Sandi itu sekarang sudah di atas angin. Trendnya semakin positip. Ngga perlu bikin sesuatu yang ngga sejalan dengan narasi besar. Jokowi ngga becus dan kita perlu pemerintahan yang lebih kapabel. Fokus aja di situ. Bisa?,
2622,Memosastra,"Setelah debat pilpres semalem,menurut kalian siapa calon presiden yg paling CERDAS,SANTUN dan tidk TEMPRAMENTAL?? lets vote rt and like sampe jari jemari keriting..
leave your comment and be polite!…",
2623,"Pelan-pelan, Awe!","Urusan dunia, kuat berdiri... #2019PrabowoPresidenRI ",
2624,#CebongGilo,Sama boss..#salamwaras,
2625,BangJapar,"Selamat Bang Japar Daerah @SumateraSelatan hari ini dikukuhkan oleh Ibu Ketum @fahiraidris ..

@tribunsumsel @WalhiSumsel @HmsPoldaSumsel @DDSumsel @infoSUMSEL @KbfcSumaterase1 @kumhamsumsel

@eliya_mkom @Dahnilanzar @sandiuno @prabowo @swulll @DPDRI @IshakMekki",
2626,YuDi,wis wayahe @prabowo @sandiuno #2019PrabowoSandiMenang,
2627,MantanTukangMartabak,"#2019PrabowoPresidenRI
#indonesiamenang
Radio Suara Prabowo | http://Radio-2.Net  Streaming 24/7 Online https://www.radio-2.net/ ",
2628,Chusnul chotimah,"Prabowo lakukn apa aja walaupn tdk sesuai dgn hati nurani mereka atau bhkn sdh diharamkn sm mereka, mereka masa bodoh dan ttp semangat mendukung.
Skrng coba bandingkn dgn kalian.
Kalo kalian katakn maaf kami tdk seperti mereka, tolong dipahami ini bkn soal kalian tp soal bangsa.",
2629,×,"If outside world is hearing us how some of you compare Prabowo to the likes of Trump, Bolsonaro and even Hitler, i'd rather die on the spot than to live with shame.",
2630,#PKBMengabdiDesa,"6. Sebagai mantan org dlm BUMN, Blh saja Pak @saididu kasih masukan tapi kalo situasinya sdg dlm tahapan Pilpres,  cenderung berada di kubu Prabowo-Sandi maka layak dipertanyakan motivasinya. memperbaiki apa negative campaign;

#JokowiOrangBaik #JokowiMembangunDesa

@EkoSandjojo",
2631,DEWO.PB,"Pilih JKW Apa Prabowo...?
Pilih Prabowo, Kenapa Bukan JKW...JKW Ga Pake...Penipu...

Ini Salah Satu Bentuk Kekecewaan Rakyat Terhadap JKW, Saking Kecewanya Sampe Bilang Pencuri..Jangan Galak-Galak Bang, Masa Mau Ditumbuk 

#SelamatTinggalJKW 
#RGGuruBesarAkalSeha",
2632,Helmi Felis,".

@prabowo ingin turunkan pajak

Penjelasan @Dahnilanzar
Naikkan Tax Ratio bukan naikkan pajak

Tapi meningkatkan jumlah Wajib Pajak yg bayar pajak

Salah satu cara, ala Ibnu Khaldun

Turunkan Tarif Pajak
sehingga ada efek luas terhadap beban pelaku usaha & miliki efek pengganda",
2633,The Jakarta Post,"One down, four more debates for Jokowi-Maruf vs Prabowo-Sandiaga #jakpost",
2634,كند ي فارابي,I liked a @YouTube video http://youtu.be/5GHuULzuOeE?a  Talk to Al Jazeera - Prabowo Subianto: 'The people are fed up',
2635," ��
Kunto Hartono  
��","#KH4PS02

Bismillahirrahmaanirrahiim.
Semoga Ikhtiar utk memenangkan Pak @prabowo & Mas @sandiuno menjadi Presiden & Wakil Presiden Negara Republik Indonesia 2019 - 2024 melalui rekor dunia “NgeDrum Diatas Trailer Surabaya - Jakarta” diridhoi ALLAH SWT. Aamiin.

#DrummerSakti ",
2636,Eliya,"Ingat ya Tuips partai Pendukung @prabowo @sandiuno itu ada 5 yaitu

@Gerindra 
@PDemokrat 
@PKSejahtera 
@Official_PAN 
@Partaiberkarya 

Mari perjuangkan kelima Partai ini mendominasi Parlemen, mulai tingkat DPRD kabupaten/Kota, DPRD Provinsi dan DPR RI.

Yuk Viralkan RT n Like.",
2637,Agus Susanto II,"Salam 2 Jari
Pilih Prabowo Sandi ",
2638,Nobody,Ay don rid wat ay sain,
2639,F. Ibrahim S. Wiedi,this is Smart Solution,
2640,Jakpost Life,"In Malang, Jokowi and Prabowo made into matchstick miniatures #jakpostlife",
2641,"[ 
�
] Ňö BôĐ¥ [ 
�
]","Yes, the same as me... since 2014 until now ... has survived for pak @prabowo",
2642,Ig_kurniawan,"In my opinion. By speaking english in debate @prabowo will broke the border of divensive, polite, cherfull in his mind!!!",
2643,CUMA MAU BILANG,Noted by @prabowo . InsyaAllah Reshuffle,
2644,My Cozy Corner,"Prabowo Sandi For Indonesian Next Leader 

#GameOverOfThrones",
2645,#2019 Prabowo Subianto RI 1.,"Do it like that, then mukidi would be destroyed.",
2646,Lex #Merawat Kewarasan,"Ebong bilg kalian dukung prabowo karena kepentingan, paling jg uang. Eh bong! Berkas di g kalau g mau damai drdl g dah kaya. U boleh tanya ke aktivis anti korupsi ffk, kaimana sama tua2 di bintuni. Berapa nilai yg ditawarkan ke g. Ckp buat beli hidup sekeluarga loe!",
2647,Themark,"Dear Jendral @prabowo ada usul bagus dari pak @Fahrihamzah tentang debat besuk neh...

Jangan santun lagi coba bantai bantai itu dalam debat…",
2648,Mbah_Liem #2019PrabowoPresidenRI,"Debat saja tidak bisa adil ?
Acara Debat gawe @KPU_ID apa istana ?
Tim01 bebas lwt pntu mana saja giliran Tim 02 tdk bisa. Bukti intervensi KPU itu nyata..
#DustamuAbadi
#SelamatTinggalJKW

Ketua BPN Prabowo-Sandi Dihadang Masuk Arena Debat oleh Paspampres",
2649,Ig_kurniawan,For re-starting re-build our goal n trusted team. Could @prabowo @sandiuno prepared for speaking english whole time in next debate! The weakness of mukido is locked in english speaking!!! Pls ask n answer in english in next debate. Lier pisen euy teboga vocabulary english wqqwqq,
2650,Haikal Hassan Baras,"Jokowi org baik
Prabowo org baik

Mereka ber2 putra terbaik.
Namun, Prabowo lah yg telah berbaikhati membawa jokowi ke Jakarta. Dg uangnya, partainya, usahanya, lobby nya dan menjadi  harapannya utk membantunya  perbaiki bangsa.

Jadi jangan kurang ajar spt itulah....",
2651,Fifi Zhafira,show off support,
2652,Ara,Quotes of the year!! #DustamuAbadi #IndonesaMenang #SelamatTinggalJKW #PrabowoSandi,
2653,ade ira,Ya indonesia need a strong man is just like you...n mr. Prabowo also..,
2654,Dede Budhyarto,"Urusan dunia, kuat berdiri... #2019PrabowoPresidenRI ",
2655,Chusnul chotimah,"Seperti yg sy bilang kemarin.
Demokrat dari awal ga ingin prabowo menang tp ingin jokowi 2 periode.
Disini sy juga ingin sampekn kpd teman2 jokower unk ttp kompak, mereka ga akan mau bergabung dukung jkw jika apa yg dilakukan jkw saat ini itu salah.  ",
2656,Dahnil A Simanjuntak,"Menaikkan Tax Ratio itu bukan menaikkan pajak.Sederhananya, meningkatkan jumlah Wajib Pajak yg membayar pajak. Bagaimana caranya? Salah satunya dg cara ala Ibnu Khaldun, menurunkan tarif pajak shg memberikan efek luas thdp beban pelaku usaha dan memiliki efek pengganda. @prabowo",
2657,nyom.,Buzzer murahan,
2658,#RakyatAkalSehat,"Keliling Perkampungan di Solo nanyain warga soal poskonya @prabowo rata2 njawabnya “ga tahu, emang ada ya?” 

Semuanya tetap piih Jokowi!  ",
2659,,"Pasca Debat, Polling Iwan Fals: Jokowi-Ma'ruf 26%, Prabowo-Sandi 74%
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",
2660,Dedek Prayudi | ig: @uki_dedek,"Dalam sebuah kesempatan di @kompascom, saya membahas soal kebohongan pak @prabowo dan tim nya dalam membangun narasi pesimisme. Membangun pesimisme saja sudah keliru, apalagi melakukannya melalui narasi bohong atau hoaks. Hoaks harus diluruskan. #JokowiMembangunIndonesia",
2661,Yan,Dm Bang,
2662,Sudirman Said,"Meramaikan HUT Kabupaten Brebes dengan senam sehat bersama Emak Emak, Relawan Prabowo Sandi.

Militansi mereka, masya Allah.  Memberi harapan besar, Indonesia menyongsong Pemimpin baru di 2019.

Dirgahayu Brebes.  Menangkan Brebes, Menangkan Indonesia. ",
2663,OkaOke,Ok cin,
2664,Andry Panese,"We complaint to the original, you are not deserve to it",
2665,"Ana 
�",Gemblong ,
2666,Rumail Abbas,"Pak @prabowo & mas @sandiuno, mau nggak, sih, kita jamaah maghrib-isya, dan antum berdua jadi imamnya. Di Jateng saja.

Saya pingin ngasih tahu warga sini kalau antum berdua gak pura² Islam demi dunia.

Dan ulama se-Jateng juga mau saya yakinkan.

(Twitter, do your magic)",
2667,Iman Sjafei,Waw direktorat relawan nasional BPN Prabowo-Sandi ini sungguh santun ya~ ,
2668,Mrs. MacPhisto,"Kegigihan Mak @Noviati43067096 ketua MacanPadi Cilegon dalam kegiatan 1hari10suara. Luar biasa mak militan satu ini. Pak @prabowo @sandiuno, ini untukmu! @TehTJEMPLUNG @florielicious @PutraJayaHusin putra @odoyody @malaaanaim @akukanayamira @zarazettirazr #macanpaditerusbergerak",
2669,Pribumi Kawe,"SIAPA yang tidak kenal Prabowo??

Jangan remehkan kami. Orang kecil tau siapa dia, mertuanya, memperkaya diri sendiri

Dia itu....bla bla bla ... simak sendiri 

Beda dengan pak JOKOWI
Saya coblos #01IndonesiaMaju",
2670,Rumail Abbas,"Urusan dunia, kuat berdiri... #2019PrabowoPresidenRI ",
2671,Yoyo WongNGalas,Copy paste,
2672,"Wajah Muslimah 
✌
 ��","PDIP Akhirnya Akui Di Pilgub DKI Jokowi Didanai Adik Prabowo

@PDIPPusat  akhirnya mengakui Jokowi didanai adik @prabowo, Hashim Djojohadikusumo, saat maju dalam Pilgub DKI 2012. 

Semoga saja hati dan fikiran Jokowi terbuka dan mau berterima kasih.

https://www.portal-islam.id/2019/01/pdip-akhirnya-akui-di-pilgub-dki-jokowi.html …",
2673," �
Tea Cup 
�",Haha #SelamatTinggalJKW,
2674,"Hasreiza  
✌️
 ✌️","PDIP Sebut Duit Adik Prabowo Saat Pilgub Bentuk Gotong Royong http://cnn.id/362215 

Jadi Hasto Sekjen PDI Perjuangan ngaku kalau @jokowi bohong? Bagus.. Memperjelas kebohongan publik yg dilakukan di saat debat... Masih mau dipilih lagi yg kayak begitu?? GW SH OGAH!",
2675,Agus Abu,Hoax,
2676,bening8x,Retweet,
2677,Pejuang Cinta R,"Biarin dah sekarang dagang susu dulu.. tar @prabowo menang baru jalanin proyek properti lagi..
SUSU JALLY TAMTAM tanpa pengawet, beraneka rasa dan baik untuk perkembangan motorik anak 10K  (numpang dagangan bini ini) ",
2678,Lex #Merawat Kewarasan,Amin,
2679,Hud Attamimi,"Jokowi Dituding Nyontek saat Debat, PBNU: Biar Tak Salah Sebut Data https://www.nusanews.id/2019/01/jokowi-dituding-nyontek-saat-debat-pbnu.html …",
2680,ⓤⓡⓐⓝⓖⓜⓘⓝⓐⓝⓖ,"Day by day salam  jari @prabowo @sandiuno 
#2019PrabowoPresidenRI 
#AnakRiauPrabowoSandi",
2681," ��
Kiki","Wahai @prabowo Lihat pak, sy tdk bpk Perintah aplgi bpk Byar krn sy Tdk Perlu itu, Tmpt ini di timur Indonesia dmn tmpt ini Bpk Blm prnh Menginjakan kaki dsni, Msh Mau Gunakan “PERASAAN” Smntra smua Relawan Bpk…",
2682,Ijulncek,"I added a video to a @YouTube playlist http://youtu.be/EW_aZANPA24?a  Kick Andy Wawancara ekslusif Prabowo: Habibie, Prabowo dan Wiranto",
2683,Ŧгคภรเรкยร ฬเ๔๏๔๏,"+  : pak pilih Joko apa Prabowo ?

-  :   Prabowo laah 

+  : kenapa 

-  : laah sekarang apa apa mahal , listrik naiknya ga kira 2 

Obrolan singkat dengan penjual es dari Garut

Orang Garut Bukan Cuma Pemangkas Rambut http://www.lintassumsel.c",
2684,"Kolonel JalalHusin  
㊙️","Kasian yai sholat aja udah pake kursi,masih dipaksa suruh kerja untuk kemenangan joker ..kami kecam eksploitasi ulama sepuh..hanya utk jaring suara ..jika menang nantipun kan kau khianati...seperti kau khianati prabowo @jokowi @prabowo @Gerindra pic.twitter.com/xMVizXB5oV",
2685,CYBER ARMY 212-112,Sekedar saran &masukan utk Yth kpd pk @prabowo debat sesi yg k 2 alangkah bijaknya Agar debatnya bnr2 matang.Yg menjd mentor Pk Prabawo lbh baik pk Anies.Krn pk anies memiliki track record yg baik saat debat mengehadapi BTP Saat Pilkada DKI.Sdh tdk diragukn lg Kemampuan Pak anies,
2686,Prili Syahrini,Prabowo Subianto genting #DebatPilpres2019 #PrabowoIndonesiaMenang #JokowiAminMenangDebat #DebatCapres #DebatPertamaPilpres2019 #selamattinggaljkw,
2687,MARKOTOB,Anda tipycal safety player ...,
2688,CUMA MAU BILANG,"Welcome @prabowo @sandiuno 
#2019PrabowoPresidenRI 

Say Again #SelamatTinggalJKW",
2689,MUSTOFA NAHRA,"Mereka rajin membully Prabowo yg kalau duduk tahiyat, gak sempurna karena pernah kena peluru. Hari ijni cuma saya posting satu foto pembanding, mereka marahnya sampai Jogjakarta. Mungkin vatikan.  ",
2690,Katumbiri,"Sapa Relawan di London, Prabowo: We Must Work Hard Together ",
2691,Ratna Clara Amalia,"Jokowi just do it, Prabowo just duit #KorupsinyaGaseberapa",
2692,MR. PRESIDENT MORE BLUNDER PLEASE,"Whether you like it or not @prabowo @sandiuno both President and Vice President are political seats. Therefore you both are politicians. Mind me to quote ""The most successful politician is he who says what the people are thinking most often in the loudest voice"" T.Roosevelt",
2693,"#2019PrabowoPresidenRI  
��","Ajibon !
Jagoan gua Pak @prabowo sdng memberikan arahan kpd Relawan2 #PrabowoSandi di Luar Negeri 

Relawan JKW gua yakin gak ada yg diluar negeri,krn mrk malu pnya Pemimpin gak becus bhs Inggris


Kata , jgnkan bhs inggris,Debat ajah msh nyontek! 

#DebatPertamaPilpres2019",
2694,Danny,And this is Indonesia? @jokowi @Kemenkumham_RI @DPR_RI @prabowo,
2695,Lex #Merawat Kewarasan,Amin,
2696," ��
 ��
~ The D 
☕
kmis 
��
 �
 �
2019PrabowoPresidenRI","Oke.. Oce.. 

#SelamatTinggalJKW",
2697,Bauman Andre,"Rakyat semakin sadar bahwa Pak Wowo itu pro korupsi. Terimakasih Pak Wowo sudah menyadarkan kami untuk tidak memilih Anda

…",
2698,Jempol Nyinyir,"Perbedaan besar mindset pendukung Jokowi & Prabowo

Pendukung 02 lbh solid krn punya motivasi yg sama, kebencian thd Jokowi, mereka ga peduli Prabowo bisa apa, yg penting Jokowi tumbang, persis pilkada DKI. Rasio sama sekali tdk main.",
2699,MengakuGus,"Jokowi just do it
Prabowo just duit
#KorupsinyaGaSeberapa
#MuaranyaDuit
#GrusaGrusuPrabowo
#hns7",
2700,Hoax Membangun,"I've just posted a new blog: Prabowo Lima Kali Berbalik Salam, Humble dan Humanis ",
2701,#SayaBanggaPilihPrabowo,"Now or Never....!

#2019PrabowoPresidenRI",
2702,Jokowi Inside #01IndonesiaMaju,"Klaten tolak kedatangan @prabowo! 

Rakyat yang waras akan muak dengan pemimpin tidak waras! 

@habibthink @Takviri",
2703,Brandal Santri,"Tambahin ah...sila difollow juga akun @brandalsantri45 ,Insya Alloh nyata di lapangan.Semangat,semoga sukses Bro,Pripun kabare Jateng...                                                     Insya Alloh...                                     #2019PrabowoPresidenRI PAS https://twitter.com/ferriyan_diyas/status/1086805727270690816 …",
2704,ronin,"Wahai @prabowo Lihat pak, sy tdk bpk Perintah aplgi bpk Byar krn sy Tdk Perlu itu, Tmpt ini di timur Indonesia dmn tmpt ini Bpk Blm prnh Menginjakan kaki dsni, Msh Mau Gunakan “PERASAAN” Smntra smua Relawan Bpk…",
2705," �
YADINU RABITHAH Masbagik  
�
 �",Mantep,
2706," �
angNopel","PRABOWO GELONTORKAN 60 MILIAR SAAT JOKOWI PILGUB DKI.
JOKOWI NGAKU TDK KELUAR UANG SAAT ITU. 
#SelamatTinggalJokowi 
#SelamatTinggalJokowi 
#SelamatTinggalJokowi",
2707,Lex #Merawat Kewarasan,Hormat,
2708,Alia Rusdinar,"Ini mah paling bener di tag ke ketua partai aja wkwkwk

Dear party leaders in Indo,
@airlangga_hrt @MRomahurmuziy @cakimiNOW @ZUL_Hasan @SBYudhoyono @prabowo dkk dkk.

Pls do stuff like this if your party wants to stay relevant.

Sincerely,
Disgruntled youth",
2709,detikcom,Gagasan Prabowo Subianto mengenai konsep presiden sebagai 'petugas penegak hukum yang tertinggi di negara' dianggap tidak tepat oleh para ahli hukum. Begini penjelasannya: ,
2710,@m_jenar,"Prabowo Sapa Relawan di London: We Must Work Hard Together

#SelamatTinggalJKW  https://news.detik.com/read/2019/01/19/202724/4392005/10/prabowo-sapa-relawan-di-london-we-must-work-hard-together …",
