,Username,Tweet,Kelas
2662,IfhaFha,"Pak @jokowi ortu sy & beberapa masyarakat ikut program sertifikat gratis.Proposal yg diajukan adalah HAK MILIK. Tp sertifikat yg keluar ternyata HAK PAKAI & itupun tanpa ad pemberitahuan terlebih dahulu.Mengapa demikian pak? 

@adv_supyadi @Fahrihamzah @fadlizon @Ferdinand_Haean",0
2663,jokoedy,"Bapak keliru percayakan soal cawapres pada Jokowi.. :-)

Mahfud MD Anggap Jokowi Keliru Percayakan soal Ba’asyir pada Yusril 
https://www.viva.co.id/berita/nasional/1114660-mahfud-md-anggap-jokowi-keliru-percayakan-soal-ba-rsquo-asyir-pada-yusril …",0
2664,DPC PDI Perjuangan Kab Sragen,"Leadership is Action Not Position , 2019 Tetap Jokowi...
#JokowiHarapanPasti",1
2665,Zachary Abuza,Jokowi reverses course! Abu Bakar Ba'asyir will not be paroled as he refused to accept Pancasila. ,0
2666,Danoe_sonk,"Di era @jokowi berhasil menekan INFLASI saat EKONOMI global bergejolak, pemimpin seperti ini apa mash ragu loe???
#JokowiHarapanPasti",1
2667,arie,"Doa saya untuk pak de @jokowi  selalu menjadi kepala bukan ekor,selalu naik bukan turun, apapun yang dikerjakan dibuat berhasil,kemanapun melangkah selalu dilindungi malaikat Tuhan. Amin 
Cc. @TheArieAir @andreOPA 
#01IndonesiaMaju",1
2668,"Putra Erlangga  
��","Berarti menyebar Hoax dong...? 

Dianggap Hina Prabowo saat Debat, Jokowi Diadukan ke Bawaslu http://cnn.id/363537 ",0
2669,"Joe Tanjung 
�","Ahok, Jakarta's former governor, released after jail term for blasphemy

@jokowi ABOLISH The Blasphemy Law!!
Blasphemy is Sacred!

#WelcomeBackBTP",0
2670,Gede Resnadiasa,"Tidak ""seksi"" dan heboh seperti rencana pembebasan Ba'asyir, ini adalah catatan Made Supriatma tentang pemberian remisi dari Presiden Jokowi untuk dalang kasus pembunuhan wartawan di Bali.…",0
2671,fauzi azhar,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2672,Taufik Wijayakusuma,"Yes, sister, Pak de JOKOWI is emotionally very close to his people,
And Pak de JOKOWI also shows his affinity with Papuan children with great affection because they are the successors of the Nation..
#JokowiOrangBaik 
#JokowiMembangunDesa",1
2673,Cecilia Chen,"Something to think about, was this a political move for #Widodo to release #Ahok? http://ow.ly/luXI30nqKCf  via #ucanews #thereforthevoiceless #politics #blasphemy #Indonesia @ucanindonesia @basuki_btp @InsideIndo @jakpost @thejakartaglobe @BBCIndonesia @CNNIndonesia @jokowi",0
2674,"K 
�
rupt 
�
r D 
�
r 
�
 �","Lohh... Emangnya sama terdakwa, terpidana harus gak sopan #Mikir

I'm moslem
I  love  Allah
I  love Muhammad
I Like #Jokowi
I Like #BTP AHOK
I  love all of His creations

#WelcomeBackBTP 

#JanganOrbaLagi",1
2675,IG: SahabatJokowiMa'rufAmin #JokowiLagi,"Kalau kami mau pilih yang pasti saja.. Memilih yang mau mati-matian untuk kesejahteraan rakyat.. @jokowi adalah 
@04Nakula @BiLLRaY @suciberani @Consheraa @Neng_Geulis 
#JokowiLagi 
#JokowiOrangBaik 
#JokowiHarapanPasti",1
2676,Demokrasi Indonesia,"10 Tahun SBY Utang Naik Rp 1.309 T, 4 Tahun Jokowi Rp 1.809 T ",0
2677,Kesatria Baja Hitam,"Saya, anda dan HRS tidak saling kenal. Tapi apapun Agamanya, siapapun pasti akan sangat terganggu dgn postingan anda ini.

@kemkominfo @jokowi @DivHumas_Polri @CCICPolri @DPR_RI @Kemenkumham_RI @Kemenag_RI @poldasu @fadlizon @Fahrihamzah @rockygerung @fahiraidris @hilmi_fpi",0
2678,Demokrasi Indonesia,"Setelah Programnya Dipuji Jokowi, Bupati Mesuji Kena OTT KPK ",0
2679,mamet,Janji #MulaiDariGue @RepublikKopii  ... Hai @jokowi you'll never walk alone...,1
2680,#RakyatAkalSehat,"PLS RT: Selama ini Jokowi dituding cuma bangun tol untuk menguntungkan investor. Sudah pada tahu belum kalau ada berkali-kali lipat jalan nasional yang dibangun (3,5 kali panjang jalan tol) untuk penuhi kebutuhan transportasi rakyat GRATIS tanpa membayar? ",0
2681,Hana Oktaviani,#MulaiDariGue Jokowi is the best leader for our love country Indonesia,1
2682,"Pelan-pelan, Awe!","Wolak waliking jaman. Siapa yg dulu membayangkan kubu Prabowo menekan kubu Jokowi dengan isu"" ekonomi dan ketidakadilan sosial sementara kubu Jokowi membalas dengan hestek jelas islamnya dan perceraian Prabowo? Rezim ini akan berakhir di 2019.",0
2683,Nixon Parapat,"Byk pemilih dr basis Paslon No.2 trpecah, berpindah dukung Jokowi --- KRN MELIHAT BUKTI HASIL KERJA .. (Akal Sehat)
Sbaliknya
PPP Akui Msh Byk Konstituennya Trpecah Dukung Prabowo
https://pilpres.tempo.co/read/1168428/ppp-akui-masih-banyak-konstituennya-terpecah-dukung-prabowo … --- TERHALUSINASI KAVLING SORGA .. (""Anda sehat !?"")",0
2684,Taufik Wijayakusuma,"Papua Province is a province with the widest area and abundant potential of natural wealth, both mining, agriculture, forestry, marine and fisheries sectors.
Pak de JOKOWI has a program;
1. Development of Trans Papua
2. Power Plant
3. Economic Equity
#JokowiUdahKasihBukti",1
2685,Justis4u,"#Malaysia's prime minister explains why Israeli athletes are banned from entering Malaysia 
""#Israel is a criminal country"" 

…",0
2686,ahmad_fais,I added a video to a @YouTube playlist http://youtu.be/qfdAbs71Y0g?a  Lagu jokowi - Jokowi 2 Periode - Mr.Rayen,0
2687,kiv z#FNI,"BPN Sebut Cicilan Utang Lebih Besar dari Anggaran Infrastruktur, TKN: Hoax!
http://news.detik.com/read/2019/01/24/161930/4399026/10/bpn-sebut-cicilan-utang-lebih-besar-dari-anggaran-infrastruktur-tkn-hoax …

""Dengan melempar hoax seperti itu, timses Prabowo-Sandi ingin menggalang opini bahwa pemerintah Jokowi terjebak perangkap utang,"" kata Ace Hasan.",0
2688,#2019PrabowoSandi,Jokowi Jamin Tak Ada Keluarganya Ikut Urus Proyek di Pemerintahan,0
2689,Tommy Ryanto,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2690,RMOL.CO,"Lewat Kritik LRT, JK Terkesan Ingin Permalukan Jokowi  #lrt",0
2691,"HUKUM MILIK PENGUASA  
✌️","Kalau tarif tol Jakarta Surabaya sampai 600 ribuan.
Siapa yang diuntungkan lebih cepat .
Pemerintah kah.?
Pengelola jalan tol
Pengusaha ekspedisi
Pengusaha sembako
Atau masyarakat sekitar jalan tol
Tanya Jokowi 
#NegaraMabokUtang",0
2692,#WestPapua,"#Jokowi My govt and big business are getting very rich by destroying natural habitats, slaughtering apes and monkeys, big cats, tree kangaroos, birds of paradise and anything else they can find. My govt lies to its citizens every day about this. #deforestation #palmoil #Indonesia",0
2693,Kumaha Aing,"https://news.detik.com/berita/d-4398818/inas-hanura-said-didu-sakit-hati-dipecat-jadi-produksi-hoax-soal-esemka …
Di kritik ko g mau ,emang pakta nya Esemka Bohong.
Klo g bohong ngapain di kritik
#NegaraMabokUtang

Saking sakitnya perasaan Said Didu, membuat dia memproduksi hoax tentang Esemka, yang dia sbt sebagai proyek mobil nasional (mobnas)-nya Jokowi,"" ujar Inas",0
2694,#WestPapua,"Jokowi, @jokowi Seriously, what can a country of around 100 plus million illiterate impoverished adults do in the 21st century? Spent the whole day smoke cigarettes, goyang pantat, dangdut & karaoke? #FuckNKRI #FuckIndonesia. 

#FreeWestPapua #WestPapua pic.twitter.com/F8YNteZmAc",0
2695,Sarah Juhariah,"I liked a @YouTube video http://youtu.be/MAmUlnwXrqw?a   ichi Leonardo - 2019 JOKOWI 2 PERIODE Lagu.. #2019JokowiKyaiMaruf
 #2019JokowiKyaiMaruf",1
2696,Dipo Alam,"Majalah the Economist 19-1-2019:""Upaya tingkatkan pertumbuhan ditahan oleh populisme..Masalah terbesar Jokowi ialah di bidang ekonomi, dimana hasil2nya tak sesuai dgn janji2nya"" @RamliRizal @ChatibBasri @FaisalBasri @saididu @Ronnie_Rusli @asboediono @temponewsroom @prabowo",0
2697,Helda Shahab,"Di indonesia ini manusia cuma dibagi jadi 2 mbah, dukung prabowo dan gak dukung jokowi.",2
2698,Kompas.com,"Jokowi menyebut Prabowo sebagai Ketua Umum Partai Gerindra menandatangani berkas pencalonan caleg, termasuk yang berstatus mantan narapidana korupsi. ",0
2699,Reiichi Kun,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2700,#WestPapua,"I am #Jokowi, I am an ignorant, superstitious, brainwashed, nationalist, I don't wish to hear about genocide committed in 1965, and genocide in #EastTimor & #WestPapua

And I don't want to deal with the human rights crisis in #Nduga, I don't want to deal with human rights at all.",0
2701,CNN Indonesia,"Dianggap Hina Prabowo saat Debat, Jokowi Diadukan ke Bawaslu   ",0
2702,Teguh,"NDABLEG JEWER,",0
2703,Aivanie™,"Maybe @jokowi is not the best, but I believe he is much better than his rival.
Jokowi is not a human right criminal just like his rival.",1
2704,USINDO,"Jokowi Announces changes in structure of Ministry of Defence. Read more: @ANTARANewsEn
#USINDODailyNews #Indonesia #Jokowi #defence #security #Government",0
2705,Rob Yates,What's next for Ahok? Top tip @jokowi he would make a brilliant Minister of Health and bring #UHC to Indonesia,0
2706,makLambeTurah#AsalBukanPrabowo,"Mau golput tapi mikir berkali2, dan urungkan niat, drpd prabowo yg menang.
Pokoknya #AsalBukanPrabowo ",0
2707,Prijanto Rabbani,Basis Pemilih di Koalisi Jokowi Pecah ,0
2708,"MiRa 
�
#JokowiOrangBaik 
�","We are people's from #Amsterdam #California #London #Sydney #NewZealand :""Welcome Home @basuki_btp we always You 
#WelcomeBackBTP #BTPPulang #AhokBebas @herilatief @jokowi @KemensetnegRI @rianernesto @Bonisteenmetz @addiems @semiaji_w @nawacitaku",0
2709,Berita Islam 24H,"Ironi Bupati Mesuji, Setelah Programnya Dipuji Jokowi Kemudian Terjaring OTT",0
2710,Ahmad Rizky M. Umar,What could we expect from the upcoming presidential debate on foreign policy? Here is my short analysis for @jakpost on why we should care with foreign policy outlook of both Jokowi and Prabowo in the next presidential debates. ,0
2711,Listiyaa,"#MulaiDariGue untuk Pak Jokowi, Because you are the reason for more advanced Indonesia..
@RepublikKopii",1
2712,Kantor Berita Aswaja,"Dihadiri Presiden Jokowi, Ini Agenda Lengkap Harlah Ke-73 Muslimat NU http://bit.ly/2Mv254I ",0
2713,Indonesia Menang,"Sami2 niken, dont forget to vote 02 on april eaa..towards the great Indonesia with no more unfairness n fragmention :)",2
2714,Firmansah Eko,"Jokowi vs Prabowo; Don't Be Foolish, Be Wise (Eps. 02) https://youtu.be/fpr3i6J_lsM  lewat @YouTube",0
2715,GELORA NEWS,"10 Tahun SBY Utang Naik Rp 1.309 T, 4 Tahun Jokowi Rp 1.809 T
#NegaraMabokUtang",0
2716,@zaenal-tea,Kita pilih pemimpin yg bener bener berkerja demi rakyat kita butuh pemimpin yg tulus kerja demi rakyat dn yg ingin membawa perubuhan menjadikan #indonesimaju  jangan ragu jangan bimbang ayo kita pilih @jokowi saja inget #17AprilPilihJokowi #JokowiRangkulSemua #01JokowiAmin,1
2717,Sekretariat Kabinet,President Joko “Jokowi” Widodo on 10 January 2019 signed Government Regulation Number 1 of 2019 on Export Revenue from Natural Resources Business Activities. ,0
2718,Satya Jogja ( ꦱꦠꦾꦥ꦳ꦶꦠꦿꦶ ),#MulaiDariGue sekolah sudah suka yang namanya olah raga terutama sepak bola seperti Pak Jokowi. @RepublikKopii @LinNasution @NonaCarina @kangdede78 @TheArieAir @hana_4TAA,1
2719,@zaenal-tea,Kami merasa puas hasil kerja anda pak @jokowi anda begitu hebat anda seorang pemimpin yg begitu bersahaja kami ingin bapa kembali memimpin negri ini ditangan  bapa #indonesimaju #JokowiHebat #jokowipilihankita #JokowiUdahKasihBukti #17AprilPilihJokowi kita pilih jokowi saja no 01 ,1
2720,Adv Budi Satria,"Selama era Jokowi

Ekspor migas dan produk migas turun

Impor malah naik

Puncak 2018 

Impor migas melonjak, RI defisit Rp 127 triliun ",0
2721,Maya Siswadi,"Sama doong. Toss ahhh

#MulaiDariGue",1
2722,kiv z#FNI,"Inas Hanura: Said Didu Sakit Hati Dipecat, Jadi Produksi Hoax soal Esemka
https://news.detik.com/berita/d-4398818/inas-hanura-said-didu-sakit-hati-dipecat-jadi-produksi-hoax-soal-esemka …

""Saking sakit-nya perasaan Said Didu, membuat dia memprodiksi hoax tentang Esemka yang dia sebut sebagai proyek mobil nasional (Mobnas)-nya Jokowi,"" ujar Inas.",0
2723,HMF.Abdurahman,"Kpd : AHOKER
selamat
Atas Bebasnya AHOK sang Pemimpin Genius dan Sangat berprestasi Buat Bangsa dan Negara terkhusus DKI Jakarta.
AHOK mempunyai hubungan Emosional yg sangat tinggi dgn
 Presiden Jokowi

Semoga dapat merapatkan Barisan untuk bersama2 dgn JOKOWI-MA'RUF",1
2724,melekpolitik.com,Said Didu Ngawur! Jokowi Tak Pernah Bilang Esemka Programnya di Pilpres 2014 http://www.melekpolitik.com/2019/01/24/said-didu-ngawur-jokowi-tak-pernah-bilang-esemka-programnya-di-pilpres-2014/ … lewat @melekpolitikcom,0
2725,Nama tidak boleh kosong,Pilprea 2019. How low can you go.,0
2726,detikcom,"Bertemu 35 kiai, Ma'ruf mengarahkan optimistis suaranya bersama Capres @jokowi bisa mengalahkan @prabowo-@sandiuno di Pulau Madura. 
#MarufAmin",1
2727,PDI Perjuangan,"Presiden RI ke-5 menyerahkan buku The Brave Lady kepada Presiden Jokowi dan Wapres Jusuf Kalla, Grand Sahid Jaya Jakpus, Rabu (23/01/2019).

#PDIPerjuangan
#HBDBuMega 
#JokowiLagi
#01IndonesiaMaju
#2019JokowiMarufAmin
#TheBraveLady – at DPP PDI Perjuangan",1
2728,Iffah01,"Ketika kita bicara ""kontra china"" bukanlah rasis! Di Malaysia, Vietnam, Laos, Myanmar, Singapura, Fhilipina. Gelombang anti pemerintahan China dengan model ""debt trap diplomacy"" nya membuat mereka yang cinta tanah airnya bersatu. Tak pandang suku, etnis, agama.",0
2729,HMF.Abdurahman,"Saya yakin,AHOK akan merapat ke kubu JOKOWI. 
InsyaAllah Yakin dan sangat yakin",0
2730,"Joe Tanjung 
�","The Radical Islam will be on @jokowi 's government if he elected.

Be ready for the worse.

#WelcomeBackBTP",0
2731,A KANG,Bot  .....robot,0
2732,Gus Di,"Selamat datang Presiden Baru!

#2019GantiPresiden ",2
2733,NalaR #JokowiLagi,"Jangan ikut mereka yang mulai mengajak golput.. ingat ini bukan soal @jokowi saja tetapi soal membuat negeri ini bebas dari mereka.. Yuk #MulaiDariGue
@Dwiyana_DKM @permadiaktivis @habibthink @Airin_NZ @CH_chotimah @JajangRidwan19
#JokowiLagi 
#JokowiOrangBaik",1
2734,indri,"Apa beda pendukung Jokowi - ahok dengan rakyat anti Jokowi Ahok?

Pendukung jokowi ahok korban tipu muslihat dan opini media sesat

Rakyat anti jokowi ahok percaya pada akal sehat",0
2735,MERDEKA,"Bertemu Ma'ruf Amin, Kiai Asal Madura Pastikan Jokowi Takkan Kalah Lagi http://dlvr.it/QxMhYd ",1
2736,"Saae Bunglon 
��","#MulaiDariGue Mari kita dukung Jokowi jadi Presiden kembali, biar rakyat sejahtera, Indonesia bersih korupsi & kita semua harus semakin kreatif serta berinovatif tentunya. 
@P3nj3l4j4h 
@RizmaWidiono 

#01IndonesiaMaju 
#JokowiOrangBaik",1
2737,K.H. Ma’ruf Amin,"Salah satu buktinya sejak memimpin bangsa Indonesia, pak @Jokowi sudah menetapkan Hari Santri Nasional. Oleh sebab itu, kami terus berharap dukungan dan doa yang tidak pernah putus dari warga Nahdliyyin.

#MarufAmin #01JokowiMaruf #01JokowiAmin #01IndonesiaMaju #01JokowiLagi",1
2738,K.H. Ma’ruf Amin,"InsyaAllah kami optimis kalau dukungan dari masyarakat di Tuban dan Bojonegoro akan terus berdatangan, krna di daerah ini merupakan wilayah Nahdliyyin yg kental.

Dlm kesempatan ini saya kembali sampaikan bahwa pak @Jokowi telah membuktikan kepeduliannya dgn ulama, kiai & santri. pic.twitter.com/ZiKoD5Y9Jm",1
2739,K.H. Ma’ruf Amin,"Bismillahirraahmanirrahiim.
Kemarin, saya menghadiri deklarasi Tim Pendarat di lapangan GOR Tuban, Jawa Timur. Alhamdulillah, Tim Pendarat menyatakan dukungan kepada saya dan pak @Jokowi pada Pilpres 2019.

#MarufAmin #01JokowiMaruf #01JokowiAmin #01IndonesiaMaju #01JokowiLagi",1
2740,GELORA NEWS,"Setelah Programnya Dipuji Jokowi, Bupati Mesuji Kena OTT KPK
#NegaraMabokUtang",0
2741,sekadar mengingatkan,"Dan ini yang disuka. Kader @PDI_Perjuangan oke-oke loh. Dari pak @ganjarpranowo @jokowi dan bu Risma. Mereka bekerja dg tulus untuk rakyat. #M3rahItuKeren 
@DemplonMak @MahesaTiwi @HeruKurniadi999 @diahbelia @diasfaraa @MasCEPUK @Neng_Geulis_ @Nisa_safiyaa",1
2742,JOKOWI BUKTI.Wo HOAX Nakut2ti ksh MIMPI.0 prestasi,"@basuki_btp @jokowi @ruhutsitompul #WelcomeBackBTP dukung Jokowi lg y.???
Kapan nikah Pak... ",0
2743,PERSATUAN PLD INDONESIA (PPLDI),"Mamfaat Dana Desa untuk kesejahteraan Masyarakat desa Lnjutkan pak @jokowi Dalam pembangunan pemerataan desa #JokowiMembangunDesa
#CakIminKetumPSSI 
#MulaiDariGue @jokowi @EkoSandjojo @taufikmadjid71 @fachrilabalado @AhmadYaniBS @IdhamArsyad_GT @panji_pradana99 @Brigade01Arwan1 pic.twitter.com/s9CO7Kw0JG",1
2744,Rido Maulana,"Jokowi and Prabowo, The greatest clash of presidential election ever made. Each supporter of the candidate condemn each other brutally from ""head to toe""",0
2745,sandra natalia,"They go low, we go lower.",0
2746,A Ibrahim Almuttaqi,"Can't help feel Jokowi is trying a little too hard to get more votes with his Rp 2 billion soap stunt | Jokowi Beli Sabun Cuci Rp 2 Miliar, Seskab: Uang dari TKN http://po.st/nAgm7c ",0
2747,UUS RUSD1ANA CIAMIS,"Kita jujur jujuran aza: adil tidak anak china hina Jokowi dibiarkan dgn alasan lucu2an, smntara anak pribumi diperkarakan????

Tujuh Pengacara Bela Pemuda Lombok Yang Dituduh Menghina Jokowi",0
2748,#01IndonesiaMaju,Jgn gengsi yg penting halal. Contohnya @jokowi  #MulaiDariGue,1
2749,#99,Gw yang cari2 masalah? Lah gw ga pernah towel balik orang klo ga ditowel kok. Kalau rajanya gigit dari belakang itu baru bener kelakuannya @partaisocmed https://twitter.com/kemuning_raya/status/1088335224830799872 …,0
2750,R.I.S.W_Gandong Clan,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
2751,GELORA NEWS,"Jokowi Beri Remisi ke Pembunuh Wartawan, PKS: Memalukan, Bertentangan dengan Nawacita
#NegaraMabokUtang",0
2752,DPP PROJO Nomer Satu #JokowiLagi,"Jangan pernah kendor.. Kemenangan rakyat harus dilanjutkan.. Yuk #MulaiDariGue kita kampanyekan door to door @jokowi..
@hana_4TAA @B1G_kaySae @P3nj3l4j4h @Airin_NZ
#JokowiLagi 
#JokowiOrangBaik",1
2753,Angga,"Jaman Jokowi begini,  Jaman SBY begitu. Jokowi lebih baik!!! 

Dude,  SBY is not even in the voting ballot. I don't know why Jokowi fanboy and fangirl really love to burn bridges, especially with SBY.",1
2754,Song Ji Hyo- jfb?,"PDI Perjuangan berjalan beiringan bersama Presiden Jokowi dalam mensejahterakan rakyat . 

#M3rahItuKeren",1
2755,Roccuzzo,"Tuh yang pake kaos m3rah keren kan,iyya karna #M3rahItuKeren 
@jokowi @KerjaDuaPeriode @PutraNababan @PDI_Perjuangan @MahesaTiwi",1
2756,tiwi mahesa,Suara milenial tetap milih @jokowi dan @KHMarufAmin_ untuk Indonesia lebih maju dan pasti #MulaiDariGue #M3rahItuKeren @Fsilolongan @diasfaraa @FaGtng @projopusat @5Y5_one_70 @malikhamid__ @purwo82092883,1
2757,Valerie Fasya,"#MulaiDariGue, sangat di rasakan dan mudah dalam di bidang kesehatn kini pelayanan di kesehatan mudah di askes dengan cepat dan baik. Terima kasih Jokowi 

https://bit.ly/2FXbCRc 

#MulaiDariGue

@sukangetweet @ValveahT",1
