,Username,Tweet,Kelas,,
3173,IG: ferrymaitimu,Siapa Bilang Harga Daging Sapi di Singapura Lebih Murah dari Jakarta? Ini Bantahan PD Dharma untuk Sandiaga Uno http://jurnalindonesia.id/siapa-bilang-harga-daging-sapi-di-singapura-lebih-murah-dari-jakarta-ini-bantahan-pd-dharma/ …,,,
3174,chirpstory,"Hits
Sandiaga Uno Bilang Daging Sapi di Singapura Lebih Murah daripada di Jakarta, Yakin Pak? ",,,
3175,Media Islam Network,"Sandiaga: Transportasi Jakarta Mesti Disempurnakan: JAKARTA–Calon wakil gubernur DKI Jakarta Sandiaga Uno, me... http://bit.ly/2eboR4i ",,,
3176,Ruangguru,Baca kisah Sandiaga Uno sepanjang hidupnya di http://bit.ly/blogRG302  dan ambil pelajarannya ya :) #blogRuangguru #MudaMenginspirasi,,,
3177,#2019GantiPresiden,Bambang Widjojanto dan Chandra M. Hamzah Masuk Tim Pemenangan Anies Baswedan - Sandiaga Uno ,,,
3178,Rumah Maroko,It was our pleasure to welcome Mr. Sandiaga Uno at Rumah Maroko ,,,
3179,Liputan 6 SCTV,"Bakal Cawagub DKI Jakarta, Sandiaga Uno, hari ini (11/10) mengisi kuliah umum di Universitas Muhammadiyah Jakarta. http://bit.ly/2davFdA  pic.twitter.com/MdD5hLLemP",,,
3180,SINDOnews,"Bahas Kewirausahaan, Sandiaga Uno Terima Presiden Northeastern University http://sin.do/1i8r ",,,
3181,Okezone,"Bahas Lapangan Kerja di Jakarta, Sandiaga Uno Bertemu Presiden Northeastern University http://okz.me/W1T8 ",,,
3182,GS,"Today, people from work told me that I look like Sandiaga Uno. 

Now I'm hellbent on looking for Anies' lookalike that I can selfie with.",,,
3183,Pepih Nugraha,"Lebih dekat dengan Anies Baswedan dan Sandiaga Uno, hanya ada di PepNews! ""Ga penting tapi perlu"" :)

#PepNews! http://fb.me/1CavJ1w31 ",,,
3184,tvOneNews,Sandiaga Uno Janji Tata DKI Tanpa Penggusuran http://m.news.viva.co.id/news/read/832295-sandiaga-uno-janji-tata-dki-jakarta-tanpa-penggusuran …,,,
3185,Hunter 99,"untuk Jaga Keamanan Jakarta, Sandiaga Uno Siapkan Aplikasi http://bit.ly/2e1A4kk ",,,
3186,TRIBUNnews.com,"Sandiaga Uno No Comment soal Video Ahok, Justru Dukung Ahok Lapor ke Kepolisian https://goo.gl/ft6pOK  via @tribunnews",,,
3187,VIVAcoid,Sandiaga Uno: Ahok Tak Perlu Dicaci-maki http://dlvr.it/MQT5y2 ,,,
3188,Okezone,"Usai Keliling Kampung, Sandiaga Uno Dengar Curhatan Warga http://okz.me/W1uO ",,,
3189,BeritaSatu,Warga Tangki Minta Sandiaga Uno Hindari Penggusuran http://brt.st/5kNa ,,,
3190,BeritaSatu,Ratusan Warga Tanki Sambut Kedatangan Sandiaga Uno http://brt.st/5kN6 ,,,
3191,Bisnis.com,"PILKADA DKI 2017: Kunjungi Warga Tangki, Sandiaga Uno Diajak Kelilingi Kampung Padat http://bit.ly/2do1yzl ",,,
3192,Okezone,"Diarak Warga Keliling Kampung, Sandiaga Uno Terharu http://okz.me/W1tK ",,,
3193,Okezone,Warga Arak Sandiaga Uno Kelilingi Pemukiman Padat Penduduk di Jakbar http://okz.me/W1tr ,,,
3194,Victory Land,"Jika terpilih, #SandiagaUno janji rakyat bisa dapatkan pangan murah 

http://merdeka.com  http://www.merdeka.com/politik/jika-terpilih-sandiaga-uno-janji-rakyat-bisa-dapatkan-pangan-murah.html …",,,
3195,Official Aktualcom,"Sandiaga Uno: Demokrasi Harus Menyatukan, Bukan Memecah Belah http://goo.gl/fb/jcGA4R  #Aktual",,,
3196,teropongsenayan.com,Sandiaga Uno Prihatin Lihat Kondisi Trotoar di Kuningan http://bit.ly/2dNVZzs ,,,
3197,Okezone,"Usai Salat Jumat, Warga Cilangkap Doakan Sandiaga Uno http://okz.me/W0Wo ",,,
3198,Sofyan AfrizaL,With Sandiaga Uno dan pengusaha muda INDONESIA menuju DKI 1  ,,,
3199,Victor Marpaung,"Keluhkan Trotoar Rusak, Sandiaga Uno Diajak Lapor melalui Qlue http://kom.ps/AFvfsR  ""Hi Pak @sandiuno silahkan laporkan 'Jalan Rusak' ",,,
3200,M'Ghaz Silalahi,Sandi Uno klaim bahwa 70% warga DKI ingin Gub baru! http://m.beritasatu.com/megapolitan/391106-kondisi-trotoar-dan-jpo-di-jakarta-dinilai-belum-ramah-disabilitas.html … @SoffiAgus @GhazaliSil @Iceu_suryani @arpraso1447,,,
3201,kiv z#FNI,"Keluhkan Trotoar Rusak, Sandiaga Uno Diajak Lapor melalui Qlue http://kom.ps/AFvfsR  ""Hi Pak @sandiuno silahkan laporkan 'Jalan Rusak' ",,,
3202,detikcom,Kala Sandiaga Uno Wawancarai Sylviana Murni Soal Program Kerja untuk DKI http://detik.id/6hKv7G ,,,
3203,teropongsenayan.com,Sandiaga Uno Prihatin Lihat Kondisi Trotoar di Kuningan http://bit.ly/2dNVZzs ,,,
3204,detikcom,"Bukan Banjir dan Macet, Ini 2 Masalah Utama DKI Menurut Sandiaga Uno http://detik.id/6AeOCE ",,,
3205,Elshinta News Online,Sandiaga Uno : 20 % warga Jakarta depresi http://elshinta.com/news/81934/2016/10/06/sandiaga-uno-20-warga-jakarta-depresi …,,,
3206,Liputan 6 SCTV,Cawagub DKI Jakarta Sandiaga Uno kritik kondisi sejumlah jembatan dan trotoar di Ibu Kota. http://bit.ly/2davFdA  pic.twitter.com/SxZpEUZyil,,,
3207,Okezone,"Sandiaga Uno: Pembenahan Birokrasi DKI dengan Keramahan, Bukan Kemarahan http://okz.me/W0Fg ",,,
3208,Spiritnkri.com,"Timses Pasangan Anies-Sandiaga Uno bilang; Pemilih di DKI Sudah Cerdas....:)

Banyak Pemilih Musli Pilih Ahok,... http://fb.me/54EOEQnUe ",,,
3209,"Eyang Kakung #SalamDjempol 
�","Eh Programnya Mana >>> Jalan Kaki di Kuningan, Sandiaga Uno Kritik Trotoar Rusak yang Membahayakan http://ln.is/news.detik.com/berit/JXNAp …",,,
3210,#01JokowiLagi,"Tiga Izin Perusahaan Sawit Dibekukan, Salah Satunya Milik Sandiaga Uno http://fb.me/2Lcwb2wXz ",,,
3211,Okezone,[FOTO] Sandiaga Uno Hadiri Gelaran iNews TV dalam Peringati Hari Kopi International http://okz.me/W0Bn ,,,
3212,#2019TolakPKI,"Bukan Cuma Trotoar, Sandiaga Uno Sedih Lihat Kondisi JPO Patra Kuningan http://m.detik.com/news/berita/d-3314693/bukan-cuma-trotoar-sandiaga-uno-sedih-lihat-kondisi-jpo-patra-kuningan …",,,
3213,detikcom,"Sambil Terisak, Sandiaga Uno Ceritakan Penyakit Ayahnya http://detik.id/6KFp4i ",,,
3214,Om Jed Revolutia,"Anies: ""Saya tidak mencari posisi, saya diundang. Saya tidak ke pasar2 buat cari dukungan"" #MataNajwa 

Sandiaga Uno kena tuh ",,,
3215,METRO TV,[Populer] Pendukung Risma Temui Sandiaga Uno http://metrotvn.ws/B592856 ,,,
3216,Okezone,Sandiaga Uno Minta Pendukung Jangan Balas Tudingan Ahok http://okz.me/W0fC ,,,
3217,teropongsenayan.com,"Fitnah Sandiaga Uno, Politisi PAN Minta Panwaslu Tegur Ahok http://bit.ly/2dJ7GHx ",,,
3218,Okezone,"Elektabilitasnya Meroket, Sandiaga Uno: Kami Bekerja untuk Warga http://okz.me/W0dW ",,,
3219,Okezone,Mahasiswa Yarsi Berebut Selfie dengan Sandiaga Uno http://okz.me/W0b7 ,,,
3220,Sir Umar Hasibuan,Buat ahok dan ahoker tuh ditantangun Sandiaga uno ,,,
3221,Okezone,Mahasiswa Universitas Yarsi Antusias Ikuti Kuliah Umum Sandiaga Uno http://okz.me/W0aS ,,,
3222,Mohamad Guntur Romli,"Pendukung Risma Temui Sandiaga Uno http://metrotvn.ws/ZkeJ205K  skenario KMP yg gagal, mau narik2 Risma ke Jkt, skrng msh bawa2 nama Risma ",,,
3223,Republika.co.id,Sandiaga Uno Disambut Meriah di Universitas Yarsi http://rol.co.id/r/oek59t330 ,,,
3224,abdul jabar,"Nah ini dia...""@maspiyungan: Disebut Ahok Ngemplang Pajak Karena Ikut Tax Amnesty, Ini Jawaban Telak Sandiaga Uno http://dlvr.it/MNjDW9 """,,,
3225,RumahAksara™,"Merasa Terhina, Sandiaga Uno Mau Perkarakan Ahok",,,
3226,Rendy Suryo,I added a video to a @YouTube playlist http://youtu.be/z7_kZzGZB-E?a  Sandiaga Uno CEO Saratoga Capital Talks about Financial Crisis,,,
3227,Suara Rakyat,"Targetkan 200 Ribu Pengusaha Baru, Ini Cara Sandiaga Uno-http://ln.is/www.republika.co.id/348wT …
#AniesSandi",,,
3228,BeritaSatu,#PopulerB1 7: KPK Diminta Dalami Dugaan Keterlibatan Sandiaga Uno dalam Panama Papers  http://brt.st/5kk9 ,,,
3229,KASKUS,Sandiaga Uno Akan Berorasi di George Washington University https://goo.gl/a3FPNH  #KASKUSNews,,,
3230,"Warta 
�
Politik™","Niat hati mau gebuk Sandiaga Uno, Ahok justru digebuki banyak orang http://bit.ly/2dt0WtI ",,,
3231,PKS Jakarta Selatan,"Modal awal elektabilitas Anies Baswedan-Sandiaga Uno sudah 21,1 persen. #SurveyLSI",,,
3232,ronitoxid paranoid,"cagub smash

sandiaga uno me so well

*chicken dance*",,,
3233,Win Rashid Hadji,"Mulutmu Harimaumu! Dituduh Ngemplang Pajak, Sandiaga Uno Berencana Laporkan Ahok Ke Polisi... http://ln.is/www.bahasberita.com/DD4dS …",,,
3234,Voter Education,2) 14% berpendapat Sandiaga Uno ingin transparan, hanya 7%  yang berpendapat bahwa Sandi pengusaha jujur, dan 8% menyatakan tidak tahu,
3235,Voter Education,1) 71% responden (N=824)Polling saya di twitter menemukan bahwa Sandiaga Uno ikut Program Amnesti Pajak krn  namanya ada di Panama Paper...,,,
3236,BeritaSatu,#PopulerB1 7: KPK Diminta Dalami Dugaan Keterlibatan Sandiaga Uno dalam Panama Papers  http://brt.st/5kk9 ,,,
3237,chirpstory,"Hits
@okowi_JK_Ahok : AHOK : ""Ikut Tax Amnesty, Berarti Pak Sandiaga Uno Dulu itu Ngemplang Pajak..!!"" ",,,
3238,Free Palestine,Tangangan BACOT dan Menjawab Tantangan. Jelas bedanya ya? ,,,
3239,detikcom,"Ahok Sebut Sandiaga Uno Pengemplang Pajak, Pengusaha: Tidak Fair http://detik.id/6A7Bs1  via @detikfinance",,,
3240,detikcom,"Sandiaga Uno Ikut Tax Amnesty, Ditjen Pajak: Tak Akan Diusut Asal Hartanya http://detik.id/VqTz8b  via @detikfinance",,,
3241,"Warta 
�
Politik™","Sandiaga Uno, Sang Pejuang Subuh: Ide-ide Terbaik Datangnya Setelah Shalat Subuh dan Dhuha http://bit.ly/2dUMcpS ",,,
3242,Radio Elshinta,Jawaban Ahok soal tantangan Sandiaga Uno http://elshinta.com/news/81474/2016/10/03/jawaban-ahok-soal-tantangan-sandiaga-uno … …,,,
3243,kiv z#FNI,Prabowo Akan Turun Saat Waktunya Tepat Populerkan Anies Baswedan dan Sandiaga Uno http://www.tribunnews.com/metropolitan/2016/10/03/prabowo-akan-turun-saat-waktunya-tepat-populerkan-anies-baswedan-dan-sandiaga-uno … persiapan pilpres 2019 ...,,,
3244,METRO TV,Cara Ahok Sindir Sandiaga Uno https://goo.gl/YwajRe  @basuki_btp,,,
3245,AnieSandi Leadership,Sandiaga Uno bilang punya banyak kejutan kampanye - ANTARA News: ,,,
3246,iNews,Sandiaga Uno bersama relawannya lakukan lari pagi sejauh 5 KM di Jakpus - iNews Malam 02/10: http://youtu.be/yhKgeqoNpS4?a  via @YouTube,,,
3247,Om Cakep,"Sandiaga Uno makin kurus, lusuh, dan lelah. Kebanyakan?",,,
3248,"ely's #MHF  
��","Sandiaga Uno jgnkan byr pajak u negara, u karyawan yg sdh dia ambil tenaganya sj dia ingkar akn kewajibannya, bangga ikut TA?",,,
3249,Voter Education,POLLING: Sandiaga Uno mengikuti program Amnesti Pajak dengan mendeklarasikan hartanya. Bagaimana pendapat mengenai hal ini,,,
3250,DREAMERS.ID,Ternyata Ini Arti Salam ‘W’ Pasangan Pilgub Anies Baswedan-Sandiaga Uno http://bit.ly/2duVsk8 ,,,
3251,chirpstory,"2,808 views
Gimana Reaksimu Kalo Ditantang Lomba Solat Dhuha 8 Rakaat-nya Sandiaga Uno? ..

from @wpooh246 http://chirpstory.com/li/330939 ",,,
3252,Aldi kepo,"Galang Dana Kampanye, Anies-Sandiaga Gelar Kelas Motivasi hingga Galibu: Pasangan Anies Baswedan-Sandiaga Uno... http://bit.ly/2dKgbOu ",,,
3253,Hunter 99,"Belum Lulus S3 Tapi Dapat Gelar Profesor, Sandiaga Uno Ngaku Malu http://bit.ly/2dKcw3b ",,,
3254,Oggy Gee,#Jakarta #Gubernur #DKIJAYA #DKI1 #Indonesia #IndonesiaBersaing #Art #SahabatOggyGee #OggyGee #SandiagaUno ,,,
3255,TRIBUNnews.com,Lari Bareng Sandiaga Uno Berhadiah Mobil dan Motor https://goo.gl/P5Cg4T  via @tribunnews,,,
3256,chirpstory,"3,074 views
Subhanallah, Baru Tahu Ternyata Mas Sandiaga Uno Tiap Hari Shalat Dhuha 8 Ra..

from @sukisury",,,
3257,"anti napiH 
�
G","#100alasanTendang_aHOG
Paling tdk ada 100 alasan utk tendang aHOG. Mari kita buat daftarnya.
<<<Ayo berikan alasanmu, Reply & mohon RT>>>",,,
3258,Bisnis Pekanbaru,Sandi Tantang Ahok dan Keluarga Lakukan Pembuktian Harta Kekayaan: Sandiaga Uno tidak mau kembali menjelaskan... ,,,
3259,TRIBUNnews.com,Sandiaga Uno: Jangan Panggil Saya Professor http://bit.ly/2dicwM4  via @Tribunnews,,,
3260,Liputan 6 SCTV,Sandiaga Uno menyapa warga Jakarta dengan lari bersama. http://bit.ly/liputan6SCTV  #CorakPilkada #JakartaMemilih pic.twitter.com/rRAhSh1GRj,,,
3261,kohan,Sandiaga Uno akan Berorasi di George Washington University http://dlvr.it/MN8Q6R ,,,
3262,#01JokowiLagi,Strategi Sandiaga Uno Ciptakan 2 Juta Lapangan Kerja di Jakarta... - http://Kompas.com  http://fb.me/ZiZcP9le ,,,
3263,wrahardian,"aneh2 aja ini Sandiaga Uno, orang sudah tahu ia tidak jujur shg pakai perusahaan cangkang di luar negri, jangan bawa2 orang lain",,,
3264,BANDUNG sosial media,"Jadi Cawagub DKI, Sandiaga Uno Mundur dari Kursi Ketua PRSI http://dlvr.it/MN53LW ",,,
3265,detikcom,"Jadi Cawagub DKI, Sandiaga Uno Mundur dari Ketum PRSI http://detik.id/Vp5jes ",,,
3266,VIVAcoid,Hamba Allah Sumbang Mobil untuk Sandiaga Uno http://dlvr.it/MN51lD ,,,
3267,chirpstory,"2,758 views
Subhanallah, Baru Tahu Ternyata Mas Sandiaga Uno Tiap Hari Shalat Dhuha 8 Ra..

from @sukisury",,,
3268,Kompas.com,Anindya Bakrie Gantikan Sandiaga Uno. http://kom.ps/AFveyJ ,,,
3269,detikcom,Sandiaga Uno Klarifikasi Soal Gelar Profesor dari AS http://detik.id/6fopE4 ,,,
3270,tvOneNews,Sandiaga Uno: Pemimpin Harus Tuntaskan Janjinya http://m.news.viva.co.id/news/read/829230-sandiaga-uno-pemimpin-harus-tuntaskan-janjinya …,,,
3271,Jakarta Today,Warga Berebut Selfie dengan Sandiaga Uno di Acara Jakarta Berlari - Republika Online http://bit.ly/2dFS5I7  #Jakarta,,,
3272,Republika.co.id,Sandiaga Uno Ungkap Alasannya Usung Jakarta Berlari http://rol.co.id/r/oeecdw382 ,,,
3273,detikcom,"Sandiaga Uno Juga Lari Bareng Warga DKI, Penuhi Nazar Ikut Pilgub http://detik.id/V2Ekzq ",,,
3274,yes we are,"Relawan 'ASA' Cilandak Barat,  solid mendukung dan siap memenangkan pasangan ANIES BASWEDAN dan SANDIAGA UNO sebagai Cagub & Cawagub DKI ",,,
3275,BeritaSatu,"#PopulerB1 #Olahraga: Mundur dari Ketum PB PRSI, Sandiaga Uno Tinggalkan Banyak PR http://brt.st/5kdX ",,,
3276,Demokrasi Indonesia,"Panas! Adian Napitupulu Tantang Sandiaga Uno Buka-bukaan Tentang Dewi Persik, Begini Jawaban Sandiaga http://fb.me/1tSbhhibe ",,,
3277,GELORA NEWS,"Sandiaga Uno Akan Terima Gelar Profesor Di AS,Pengundian Nomor Urut Diminta Ontime http://fb.me/2KrPZFJgz ",,,
3278,siska,I swear I read it Sandiaga Uno ,,,
3279,#01JokowiLagi,"Blusukan ke Pasar Senen, Sandiaga Uno Dikira Tim Sukses Ahok http://fb.me/5sy6I9JaH ",,,
3280,#01JokowiLagi,Politikus PDIP Bongkar Borok Sandiaga Uno http://fb.me/3Yr4UlCTR ,,,
3281,Tio Chocolatos,"@allunamaharani Dahlan Iskan, Arifin Panigoro, Erick Thohir, Yusuf Mansyur, Sandiaga Uno, Murdaya Poo, Alim Markus, dll juga lho..",,,
3282,Boy Aditya,Alhamdulillah... Salam dr Foke  ,,,
3283,detikcom,"Di Masjid Guru Amin, Sandiaga Uno Mohon Doa Restu Jadi Cawagub DKI http://detik.id/VGeZ7o ",,,
3284,Ronnie Higuchi Rusli,"""SANDIAGA UNO & KASUS KORUPSINYA - JILID 3"" By @TrioMacan2000 - Chirpstory. Apalagi ini?? http://chirpstory.com/li/12482 ",,,
3285,Ronnie Higuchi Rusli,"""KPK Periksa Pengusaha Sandiaga Uno Terkait Pencucian Uang Nazaruddin - http://Kompas.com "" Jet tempur bereaksi",,,
3286,chirpstory,"Hits
Gimana Reaksimu Kalo Ditantang Lomba Solat Dhuha 8 Rakaat-nya Sandiaga Uno? | via @habibthink http://chirpstory.com/li/330939 ",,,
3287,Mohamad Guntur Romli,"Blusukan ke Pasar Senen, Sandiaga Uno Dikira Tim Sukses Ahok http://m.news.viva.co.id/news/read/742626-blusukan-ke-pasar-senen-sandiaga-uno-dikira-tim-sukses-ahok … memulai lagi dgn senyum ",,,
3288,Okezone,"[VIDEO] Dituding Ahok, Sandiaga Uno Laporkan Harta Kekayaannya http://okz.me/WYwa ",,,
3289,Tanpa Agama,"14. Jd kl sekarang dia ikut TA, momentnya tepat. Sekarang rakyat DKI tahu tipe pengusaha seperti apa si Sandiaga Uno ini.",,,
3290,Heru Widodo,Ngeri.. permainannya mulai kasar nih.. Sandiaga Uno: Mau Bicara Dewi Persik Ayo http://www.jurnas.com/mobile/artikel/7872/Sandiaga-Uno-Mau-Bicara-Dewi-Persik-Ayo/ …,,,
3291,METRO TV,[Populer] Sandiaga Uno Komentari Penertiban Kawasan Bukit Duri http://metrotvn.ws/B590103 ,,,
3292,detikcom,Cerita di Balik Penyusunan Tim Pemenangan Anies Baswedan-Sandiaga Uno http://detik.id/6irpP2 ,,,
3293,Liputan 6 SCTV,Sandiaga Uno: 97 persen nilai harta dan kekayaan saya ada di Indonesia. http://bit.ly/liputan6SCTV  pic.twitter.com/0hiMCWdfmN,,,
3294, �️‍♂️,"Gara-gara Dewi Persik, Sandiaga Uno & Adian Napitupulu 'adu mulut' | http://merdeka.com  https://www.merdeka.com/politik/gara-gara-dewi-persik-sandiaga-uno-adian-napitupulu-adu-mulut.html … lewat @merdekadotcom",,,
3295,EL | 이승훈,Slowly swerving to sandiaga uno team. Hahaha.,,,
3296,detikcom,Ini Susunan Tim Pemenangan Anies Baswedan-Sandiaga Uno http://detik.id/63kfpf ,,,
3297,Okezone,"Sandiaga Uno: Mau Ngomong Dewi Persik Ayo, Panama Papers Juga Ayo http://okz.me/WYlK ",,,
3298,Sir Umar Hasibuan,"Saya yakin Pak @basuki_btp tdk perlu TA.  Tapi yg butuh TA tak cuma yg ngumpetin aset di LN,  jg di DN Pak.  Fair kan.",,,
3299,Kompas.com,"Punya Pengalaman Jadi Akuntan, Sandiaga Uno Ingin Perbaiki Laporan Keuangan DKI. http://kom.ps/AFve9n ",,,
3300,VIVAcoid,Sandiaga Uno Jawab Tudingan Ahok http://dlvr.it/MM9dNh ,,,
3301,Nusantara Media,"Dibikin enjoy ajaa. 
.
.
Sumber: Twitter
#meme #cagub #dki #DKI1 #ahok #anies #sandiagauno #gubernur #politik #pilgub #jakarta",,,
3302,chirpstory,"Hits
Subhanallah, Baru Tahu Ternyata Mas Sandiaga Uno Tiap Hari Shalat Dhuha 8 Rakaa'at ",,,
3303,Bisnis.com,Ahok Sebut Tantangan Sandiaga Uno Salah Sasaran http://jakarta.bisnis.com/read/20160929/77/588093/ahok-sebut-tantangan-sandiaga-uno-salah-sasaran?utm_source=dlvr.it&utm_medium=twitter …,,,
3304,Republika.co.id,Sandiaga Uno Serahkan Dokumen LHKPN ke KPK http://rol.co.id/r/oe98g2365 ,,,
3305,Republika.co.id,97 Persen Harta Kekayaan Sandiaga Uno Ada di Indonesia http://rol.co.id/r/oe988x330 ,,,
3306,BeritaSatu,Anies Dampingi Sandiaga Uno ke KPK http://brt.st/5k6p ,,,
3307,Mahmud F Rakasima,"Paksa Gusur Warga Bukit Duri, Sandiaga Uno: Ahok Tidak Pernah Gentleman| http://m.edisinews.com/berita-paksa-gusur-warga-bukit-duri-sandiaga-uno-ahok-tidak-pernah-gentleman.html … @jumhurhidayat @yusri_albima",,,
3308,Republika.co.id,Tim Anies-Sandiaga Uno akan Transparan Terkait Dana Kampanye http://rol.co.id/r/oe9069384 ,,,
3309,DESORKES_CAPRESHOAX,"Diajak Sandiaga Ikut Tax Amnesty, Ahok: Dia Masuk Panama Paper, Gue Enggak https://twitter.com/Gerak_kebajikan/status/781125679504957440 …",,,
3310,Armαn Febryαn,Moment saat pemberian Cinderamata dari Acara Seminar Politik di UPN Veteran Jakarta Bersama Pak Fahri Hamzah dan juga Pak Sandiaga Uno ,,,
3311,#BersamaFahriHamzah!,"Sandiaga Uno : 
60 % Warga Jakarta Ingin Gub. Baru. 

Betul,, 
Agus Gub. baru yg di inginkan warga jakarta.",,,
3312,KASKUS,"Sandiaga Uno Akan Ikut Program ""Tax Amnesty"" https://goo.gl/qhiF9w  #KASKUSNews",,,
3313,RumahAksara™,"Benarkan paslon Anies Baswedan-Sandiaga Uno itu 'pion' yang sengaja dipasang untuk memecah suara? Artinya, AB-SU itu 'timses' Ahok-Gatot?",,,
3314,Irf△n Rizky,These Sandiaga Uno as DILF jokes are way too savage. lol.,,,
3315,JeniWidianingrum #calegbekam #PSI #FNI #TT,"Kalau tak percaya silahkan cek sendiri di DKI . @AgusYudhoyono @aniesbaswedan @SandiagaUno kalau Anda semua, bisa buat Jakarta seperti ini? ",,,
3316,GELORA NEWS,Keren! Sandiaga Uno Memukau di Acara ILC TVOne http://fb.me/7hYGrEO0N ,,,
3317,Info Sumatera,"'Ngaku Kalah', Ahok Pun Tanpa Ragu Tolak Ajakan Sandiaga untuk Lari Bersama: Sandiaga Uno sebel... http://bit.ly/2dhu8lC  @infosumatera",,,
3318,"#PilihWiwiAtauWowo ? 
�",kan udah kubilang Sandiaga uno gak ngerti Jakarta..org tanya Jakarta lari ke slruh indonesia,,,
3319,Okezone,"Meski Sibuk Pilgub, Sandiaga Uno Ikut Daftar Tax Amnesty http://okz.me/WXHP ",,,
3320,Okezone,"Ikut Tax Amnesty, Sandiaga Uno Laporkan Lebih dari 10 Perusahaan http://okz.me/WXB2 ",,,
3321,Okezone,"Sandiaga Uno Ikut Tax Amnesty, Ketua Kadin: Ini Bukan Kampanye Ya http://okz.me/WXHK ",,,
3322,Kabar Pajak,"Ada beberapa tokoh kadin yang ikut juga seperti Abdul Latif, Sandiaga Uno,",,,
3323,Kabar Pajak,Sandiaga Uno termasuk salah satu pengusaha Kadin yang ikut mendaftarkan diri dalam Program #TaxAmnesty pd selasa siang ini.,,,
3324,Heri Susanto,"""Menata kota Jakarta tanpa air mata, Membangun tanpa ada duka""
Sandiaga Uno
#ILC_tvOnenews
#ILCPilkadaDKI",,,
3325,teropongsenayan.com,"Muncul di Kantor Pajak, Sandiaga Uno Ikut Tax Amnesty http://bit.ly/2d2JX58 ",,,
3326,Indonesia Lawyers Club,"""65% warga Jkt menginginkan pemimpin baru....."" Sandiaga Uno #ILCPilkadaDKI @karniilyas @sandiuno",,,
3327,Indonesia Lawyers Club,"""Saya siap utk dipilih & tdk dipilih..."" Sandiaga Uno #ILCPilkadaDKI @karniilyas @sandiuno",,,
3328,Indonesia Lawyers Club,NARASUMBER ILC : SANDIAGA UNO (Calon Wakil Gubernur DKI Jkt) #ILCPilkadaDKI @karniilyas @sandiuno,,,
3329,SINDOnews,Pengakuan Sandiaga Uno Saat Daftar Tax Amnesty ,,,
3330,Radio Elshinta,"Besok, Sandiaga Uno daftarkan asset pribadinya ikut tax amnesty - @sandiuno http://elshinta.com/news/80694/2016/09/27/besok-sandiaga-uno-daftarkan-asset-pribadinya-ikut-tax-amnesty … …",,,
3331,detikcom,Sandiaga Uno Butuh 4 Hari Yakinkan Prabowo dan PKS Agar Terima Anies Baswedan http://detik.id/6TBy2V ,,,
3332,Republika.co.id,Sandiaga Uno tak Khawatir Keikutsertaannya di Amnesti Pajak Dipolitisasi http://rol.co.id/r/oe5w7q330 ,,,
3333,detikcom,Ini Isi Kontrak Politik Gerindra dengan Anies-Sandiaga Uno http://detik.id/6NAJS9 ,,,
3334,VIVAcoid,Sandiaga Uno Ajak Cagub-Cawagub DKI Ikut Tax Amnesty http://dlvr.it/MLWskP ,,,
3335,detikcom,Ini Penjelasan Sandiaga Uno Simpan Uang di Luar Negeri http://detik.id/VBINA1  via @detikfinance,,,
3336,DPRa PKS Pekayon,Silaturahim Keluarga Anies Baswedan & Sandiaga Uno Bersama Pengurus PKS se-Jakarta,,,
3337,detikcom,Sandiaga Uno: Saya Ajak Cagub dan Cawagub Dukung Tax Amnesty http://detik.id/6cHDwf  via @detikfinance,,,
3338,Abi Hasantoso,"Dari poster:
1. Anies Baswedan tak dianggap
2. Cagub-nya Sandiaga Uno
3. Yang mau diurus cuma pusat bisnis
@pandji https://twitter.com/cumarachel/status/780654874501394432 …",,,
3339,chirpstory,"Hits
Blunder Poster Sandi Uno untuk Jakarta: ""Cagubnya Anies Baswedan apa Sandiaga Uno ya?"" ",,,
3340,Kompas.com,"Anindya Bakrie Hingga Sandiaga Uno Ikut ""Tax Amnesty"", Sri Mulyani Bahagia. http://kom.ps/AFveKz ",,,
3341,Rudi Valinka #AManCalledAhok movie,Rupanya telah ganti nama : Aniesandi Baswedan dan Sandiaga Uno... maap yah saya kurang koreksi  ,,,
3342,#CatatanYusril,"3. Yakni Basuki Tjahaja Purnama-Djarot Saiful Hidayat, Agus Harimurti Yudhoyono-Sylviana Murni & Anies Baswedan-Sandiaga Uno. #CatatanYusril",,,
